instant,timestamp,hr,actual,prediction,residual
14984,2012-09-21 12:00,12,389,245.62966685029085,-143.37033314970915
14985,2012-09-21 13:00,13,421,264.523323045648,-156.476676954352
14986,2012-09-21 14:00,14,412,272.33719545132112,-139.66280454867888
14987,2012-09-21 15:00,15,423,278.77653590881278,-144.22346409118722
14988,2012-09-21 16:00,16,567,285.50999593587699,-281.49000406412301
14989,2012-09-21 17:00,17,846,281.06629030234717,-564.93370969765283
14990,2012-09-21 18:00,18,805,273.96349602674456,-531.03650397325544
14991,2012-09-21 19:00,19,588,267.05743944980458,-320.94256055019542
14992,2012-09-21 20:00,20,369,259.75856546115358,-109.24143453884642
14993,2012-09-21 21:00,21,312,253.24532629592468,-58.754673704075316
14994,2012-09-21 22:00,22,295,259.78270660994053,-35.217293390059467
14995,2012-09-21 23:00,23,186,267.59723700122788,81.597237001227882
14996,2012-09-22 00:00,0,172,105.52819307653864,-66.471806923461358
14997,2012-09-22 01:00,1,124,87.483401357904157,-36.516598642095843
14998,2012-09-22 02:00,2,83,78.409771392740936,-4.5902286072590641
14999,2012-09-22 03:00,3,45,94.900685982312694,49.900685982312694
15000,2012-09-22 04:00,4,15,101.83088370803955,86.830883708039551
15001,2012-09-22 05:00,5,17,109.05585898895322,92.055858988953219
15002,2012-09-22 06:00,6,41,115.78931901601743,74.78931901601743
15003,2012-09-22 07:00,7,77,138.13378932226067,61.133789322260668
15004,2012-09-22 08:00,8,218,161.06781473887762,-56.932185261122385
15005,2012-09-22 09:00,9,377,187.88456018260544,-189.11543981739456
15006,2012-09-22 10:00,10,474,209.14252746484857,-264.85747253515143
15007,2012-09-22 11:00,11,626,241.5776604076857,-384.4223395923143
15008,2012-09-22 12:00,12,688,262.44215229260357,-425.55784770739643
15009,2012-09-22 13:00,13,707,281.72862589967178,-425.27137410032822
15010,2012-09-22 14:00,14,654,300.13142482679376,-353.86857517320624
15011,2012-09-22 15:00,15,750,301.40414654889753,-448.59585345110247
15012,2012-09-22 16:00,16,680,302.32313936380399,-377.67686063619601
15013,2012-09-22 17:00,17,646,309.25333708953076,-336.74666291046924
15014,2012-09-22 18:00,18,598,303.92529879044048,-294.07470120955952
15015,2012-09-22 19:00,19,407,296.42968710312681,-110.57031289687319
15016,2012-09-22 20:00,20,325,311.2438855727105,-13.756114427289504
15017,2012-09-22 21:00,21,261,293.52048288776501,32.520482887765013
15018,2012-09-22 22:00,22,239,293.71279223125987,54.712792231259868
15019,2012-09-22 23:00,23,171,313.75256078824185,142.75256078824185
15020,2012-09-23 00:00,0,180,177.22438050467281,-2.7756194953271915
15021,2012-09-23 01:00,1,142,133.24274765270323,-8.7572523472967703
15022,2012-09-23 02:00,2,95,140.63146277315701,45.631462773157011
15023,2012-09-23 03:00,3,54,122.05672528177351,68.05672528177351
15024,2012-09-23 04:00,4,10,122.15099476874417,112.15099476874417
15025,2012-09-23 05:00,5,6,121.78608887537361,115.78608887537361
15026,2012-09-23 06:00,6,16,116.7528281314701,100.7528281314701
15027,2012-09-23 07:00,7,57,135.45040461377891,78.450404613778915
15028,2012-09-23 08:00,8,175,157.1005313221188,-17.899468677881202
15029,2012-09-23 09:00,9,276,177.67090363746408,-98.329096362535921
15030,2012-09-23 10:00,10,489,208.03650304860216,-280.96349695139781
15031,2012-09-23 11:00,11,570,219.43897591181354,-350.56102408818646
15032,2012-09-23 12:00,12,776,231.0058466001793,-544.99415339982068
15033,2012-09-23 13:00,13,702,260.38298284384143,-441.61701715615857
15034,2012-09-23 14:00,14,666,267.50926028261665,-398.49073971738335
15035,2012-09-23 15:00,15,640,284.00017487218838,-355.99982512781162
15036,2012-09-23 16:00,16,691,291.61796756481311,-399.38203243518689
15037,2012-09-23 17:00,17,723,281.91569398476247,-441.08430601523753
15038,2012-09-23 18:00,18,540,278.0676341069975,-261.9323658930025
15039,2012-09-23 19:00,19,413,269.09270198397274,-143.90729801602726
15040,2012-09-23 20:00,20,252,276.02289970969957,24.022899709699573
15041,2012-09-23 21:00,21,196,271.32350502549667,75.323505025496672
15042,2012-09-23 22:00,22,138,277.56610778432565,139.56610778432565
15043,2012-09-23 23:00,23,100,258.23807534302841,158.23807534302841
15044,2012-09-24 00:00,0,64,81.630818180667404,17.630818180667404
15045,2012-09-24 01:00,1,18,80.677015162537401,62.677015162537401
15046,2012-09-24 02:00,2,8,95.098396220410066,87.098396220410066
15047,2012-09-24 03:00,3,5,102.22533164479955,97.225331644799553
15048,2012-09-24 04:00,4,8,94.926457656148557,86.926457656148557
15049,2012-09-24 05:00,5,37,115.00531471764432,78.005314717644325
15050,2012-09-24 06:00,6,168,129.426695775517,-38.573304224482996
15051,2012-09-24 07:00,7,530,122.25820151689848,-407.74179848310155
15052,2012-09-24 08:00,8,750,164.74490859181577,-585.25509140818417
15053,2012-09-24 09:00,9,328,183.63856478717298,-144.36143521282702
15054,2012-09-24 10:00,10,198,202.72895868119284,4.7289586811928359
15055,2012-09-24 11:00,11,238,238.28103967521545,0.28103967521545314
15056,2012-09-24 12:00,12,342,249.64442403391308,-92.355575966086917
15057,2012-09-24 13:00,13,328,276.75594703282775,-51.244052967172252
15058,2012-09-24 14:00,14,303,287.34044519910873,-15.659554800891271
15059,2012-09-24 15:00,15,300,288.65225542572625,-11.347744574273747
15060,2012-09-24 16:00,16,516,292.77948751733686,-223.22051248266314
15061,2012-09-24 17:00,17,898,298.04037573969538,-599.95962426030462
15062,2012-09-24 18:00,18,853,280.25127307173403,-572.74872692826602
15063,2012-09-24 19:00,19,590,276.89407046220435,-313.10592953779565
15064,2012-09-24 20:00,20,432,259.28184264540891,-172.71815735459109
15065,2012-09-24 21:00,21,256,261.9358449466996,5.9358449466996035
15066,2012-09-24 22:00,22,172,269.45559778280011,97.455597782800112
15067,2012-09-24 23:00,23,94,240.63254846067389,146.63254846067389
15068,2012-09-25 00:00,0,64,73.943555135473204,9.9435551354732041
15069,2012-09-25 01:00,1,13,64.96796502683415,51.96796502683415
15070,2012-09-25 02:00,2,14,56.189112616857742,42.189112616857742
15071,2012-09-25 03:00,3,5,74.061965771230717,69.061965771230717
15072,2012-09-25 04:00,4,9,81.28628306653016,72.28628306653016
15073,2012-09-25 05:00,5,47,76.685586224465695,29.685586224465695
15074,2012-09-25 06:00,6,194,90.844529600659811,-103.15547039934019
15075,2012-09-25 07:00,7,556,97.577989627724023,-458.42201037227596
15076,2012-09-25 08:00,8,805,135.92628762485737,-669.07371237514258
15077,2012-09-25 09:00,9,409,182.88526983725922,-226.11473016274078
15078,2012-09-25 10:00,10,170,203.9464994208397,33.9464994208397
15079,2012-09-25 11:00,11,218,234.80361408582723,16.803614085827235
15080,2012-09-25 12:00,12,302,253.59923042466025,-48.400769575339751
15081,2012-09-25 13:00,13,305,259.1865780900996,-45.813421909900399
15082,2012-09-25 14:00,14,293,287.93572870448861,-5.0642712955113893
15083,2012-09-25 15:00,15,303,300.4843139293248,-2.5156860706752013
15084,2012-09-25 16:00,16,495,301.59938645727965,-193.40061354272035
15085,2012-09-25 17:00,17,967,308.43154432648225,-658.56845567351775
15086,2012-09-25 18:00,18,822,304.87826200390418,-517.12173799609582
15087,2012-09-25 19:00,19,539,288.80430597483041,-250.19569402516959
15088,2012-09-25 20:00,20,425,278.44743528700434,-146.55256471299566
15089,2012-09-25 21:00,21,297,285.37763301273122,-11.622366987268776
15090,2012-09-25 22:00,22,188,292.20979088193383,104.20979088193383
15091,2012-09-25 23:00,23,98,299.43476616284755,201.43476616284755
15092,2012-09-26 00:00,0,40,118.51604313765476,78.516043137654762
15093,2012-09-26 01:00,1,29,125.64297856204425,96.642978562044249
15094,2012-09-26 02:00,2,17,132.27839873258426,115.27839873258426
15095,2012-09-26 03:00,3,10,139.20859645831109,129.20859645831109
15096,2012-09-26 04:00,4,14,122.74182301752629,108.74182301752629
15097,2012-09-26 05:00,5,36,129.47594103020475,93.475941030204751
15098,2012-09-26 06:00,6,182,129.86433008674797,-52.13566991325203
15099,2012-09-26 07:00,7,532,128.91052706861797,-403.08947293138203
15100,2012-09-26 08:00,8,838,150.75739147562052,-687.24260852437942
15101,2012-09-26 09:00,9,334,186.54529867281951,-147.45470132718049
15102,2012-09-26 10:00,10,185,177.209889011592,-7.7901109884080029
15103,2012-09-26 11:00,11,227,219.10704097613561,-7.8929590238643925
15104,2012-09-26 12:00,12,316,238.53130092985606,-77.468699070143941
15105,2012-09-26 13:00,13,340,257.42495712521327,-82.575042874786732
15106,2012-09-26 14:00,14,277,296.16607253405766,19.166072534057662
15107,2012-09-26 15:00,15,300,303.19431011630871,3.1943101163087135
15108,2012-09-26 16:00,16,468,315.64485548462068,-152.35514451537932
15109,2012-09-26 17:00,17,953,317.05470556776237,-635.94529443223769
15110,2012-09-26 18:00,18,884,323.49404602525397,-560.50595397474603
15111,2012-09-26 19:00,19,627,306.10450940000908,-320.89549059999092
15112,2012-09-26 20:00,20,434,272.44870740219562,-161.55129259780438
15113,2012-09-26 21:00,21,360,286.87008846006825,-73.129911539931754
15114,2012-09-26 22:00,22,215,273.61896091260735,58.618960912607349
15115,2012-09-26 23:00,23,115,257.74174258219614,142.74174258219614
15116,2012-09-27 00:00,0,65,97.26744049748396,32.26744049748396
15117,2012-09-27 01:00,1,21,104.19763822321079,83.197638223210788
15118,2012-09-27 02:00,2,16,111.12783594893764,95.127835948937644
15119,2012-09-27 03:00,3,7,117.46847856429079,110.46847856429079
15120,2012-09-27 04:00,4,8,82.627475700338749,74.627475700338749
15121,2012-09-27 05:00,5,66,115.61982388004125,49.619823880041253
15122,2012-09-27 06:00,6,169,107.43052658043855,-61.569473419561447
15123,2012-09-27 07:00,7,558,145.18926946719819,-412.81073053280181
15124,2012-09-27 08:00,8,794,172.1636641050749,-621.83633589492513
15125,2012-09-27 09:00,9,335,202.43122365968878,-132.56877634031122
15126,2012-09-27 10:00,10,208,250.13675219099889,42.136752190998891
15127,2012-09-27 11:00,11,294,262.62638606382467,-31.373613936175332
15128,2012-09-27 12:00,12,335,281.32330456051926,-53.676695439480739
15129,2012-09-27 13:00,13,326,287.36982760629985,-38.63017239370015
15130,2012-09-27 14:00,14,258,306.85303891203068,48.853038912030684
15131,2012-09-27 15:00,15,296,313.19368152738383,17.193681527383831
15132,2012-09-27 16:00,16,472,285.24821623981268,-186.75178376018732
15133,2012-09-27 17:00,17,905,252.34570919191296,-652.65429080808701
15134,2012-09-27 18:00,18,899,258.78504964940458,-640.21495035059547
15135,2012-09-27 19:00,19,559,272.61687559690353,-286.38312440309647
15136,2012-09-27 20:00,20,457,266.30037413033722,-190.69962586966278
15137,2012-09-27 21:00,21,253,241.157216491268,-11.842783508731998
15138,2012-09-27 22:00,22,47,248.08741421699489,201.08741421699489
15139,2012-09-27 23:00,23,45,254.13393726277548,209.13393726277548
15140,2012-09-28 00:00,0,17,79.030339435354676,62.030339435354676
15141,2012-09-28 01:00,1,13,84.880124782472592,71.880124782472592
15142,2012-09-28 02:00,2,10,93.774409566754628,83.774409566754628
15143,2012-09-28 03:00,3,7,108.98817407905483,101.98817407905483
15144,2012-09-28 04:00,4,12,93.66817098550905,81.66817098550905
15145,2012-09-28 05:00,5,38,99.91077374433803,61.91077374433803
15146,2012-09-28 06:00,6,138,96.193751582219861,-41.806248417780139
15147,2012-09-28 07:00,7,394,102.53439419757302,-291.46560580242698
15148,2012-09-28 08:00,8,705,143.34504313811647,-561.65495686188353
15149,2012-09-28 09:00,9,426,156.71835169088854,-269.28164830911146
15150,2012-09-28 10:00,10,245,179.55367926536701,-65.446320734632991
15151,2012-09-28 11:00,11,361,208.80043577899667,-152.19956422100333
15152,2012-09-28 12:00,12,380,258.18202244468057,-121.81797755531943
15153,2012-09-28 13:00,13,410,270.73060766951681,-139.26939233048319
15154,2012-09-28 14:00,14,399,272.04241789613428,-126.95758210386572
15155,2012-09-28 15:00,15,392,272.82428235000282,-119.17571764999718
15156,2012-09-28 16:00,16,502,280.50777502564347,-221.49222497435653
15157,2012-09-28 17:00,17,808,280.43764668745973,-527.56235331254027
15158,2012-09-28 18:00,18,667,288.02309950657616,-378.97690049342384
15159,2012-09-28 19:00,19,508,288.80430597483041,-219.19569402516959
15160,2012-09-28 20:00,20,336,283.18214810616746,-52.81785189383254
15161,2012-09-28 21:00,21,237,290.30842554494268,53.308425544942679
15162,2012-09-28 22:00,22,220,291.09028999881116,71.090289998811159
15163,2012-09-28 23:00,23,190,285.86029155624504,95.860291556245045
15164,2012-09-29 00:00,0,149,110.44650858273852,-38.553491417261483
15165,2012-09-29 01:00,1,101,117.37670630846534,16.376706308465344
15166,2012-09-29 02:00,2,92,131.798087366338,39.798087366337995
15167,2012-09-29 03:00,3,29,126.56808892377185,97.568088923771853
15168,2012-09-29 04:00,4,14,133.89110406120975,119.89110406120975
15169,2012-09-29 05:00,5,15,126.59223007255875,111.59223007255875
15170,2012-09-29 06:00,6,37,133.91524520999661,96.915245209996613
15171,2012-09-29 07:00,7,73,127.2059263317193,54.205926331719297
15172,2012-09-29 08:00,8,211,138.60839919493071,-72.391600805069288
15173,2012-09-29 09:00,9,332,154.31302097546615,-177.68697902453385
15174,2012-09-29 10:00,10,472,187.43574888520118,-284.56425111479882
15175,2012-09-29 11:00,11,663,208.3989386122575,-454.6010613877425
15176,2012-09-29 12:00,12,682,255.0631432694725,-426.9368567305275
15177,2012-09-29 13:00,13,686,261.99334099519933,-424.00665900480067
15178,2012-09-29 14:00,14,750,264.15648602825479,-485.84351397174521
15179,2012-09-29 15:00,15,727,265.46829625487226,-461.53170374512774
15180,2012-09-29 16:00,16,722,282.48915661719303,-439.51084338280697
15181,2012-09-29 17:00,17,712,289.3802658384061,-422.6197341615939
15182,2012-09-29 18:00,18,594,267.55754258019044,-326.44245741980956
15183,2012-09-29 19:00,19,470,244.74635615449887,-225.25364384550113
15184,2012-09-29 20:00,20,315,251.87263359327409,-63.127366406725912
15185,2012-09-29 21:00,21,292,258.41001390728991,-33.589986092710092
15186,2012-09-29 22:00,22,221,243.81669428515573,22.816694285155734
15187,2012-09-29 23:00,23,196,258.14003548650419,62.140035486504189
15188,2012-09-30 00:00,0,147,98.155932684413017,-48.844067315586983
15189,2012-09-30 01:00,1,116,105.08613041013986,-10.913869589860141
15190,2012-09-30 02:00,2,92,98.180073833199899,6.1800738331998986
15191,2012-09-30 03:00,3,58,91.863572366633633,33.863572366633633
15192,2012-09-30 04:00,4,7,98.793770092360489,91.793770092360489
15193,2012-09-30 05:00,5,10,89.4253625720104,79.4253625720104
15194,2012-09-30 06:00,6,22,96.945115408110937,74.945115408110937
15195,2012-09-30 07:00,7,57,93.92177885828184,36.92177885828184
15196,2012-09-30 08:00,8,144,132.95767182231305,-11.042328177686954
15197,2012-09-30 09:00,9,285,160.06919482122771,-124.93080517877229
15198,2012-09-30 10:00,10,479,218.26495203184822,-260.73504796815178
15199,2012-09-30 11:00,11,591,237.5514256389165,-353.4485743610835
15200,2012-09-30 12:00,12,680,255.0631432694725,-424.9368567305275
15201,2012-09-30 13:00,13,594,261.69856344001249,-332.30143655998751
15202,2012-09-30 14:00,14,612,268.62876116573932,-343.37123883426068
15203,2012-09-30 15:00,15,649,291.26800902716946,-357.73199097283054
15204,2012-09-30 16:00,16,648,298.00212703984789,-349.99787296015211
15205,2012-09-30 17:00,17,575,300.85286703980125,-274.14713296019875
15206,2012-09-30 18:00,18,401,232.19102229865717,-168.80897770134283
15207,2012-09-30 19:00,19,257,206.36701832369553,-50.632981676304468
15208,2012-09-30 20:00,20,194,213.29721604942239,19.297216049422389
15209,2012-09-30 21:00,21,123,226.83492242734877,103.83492242734877
15210,2012-09-30 22:00,22,91,219.92886585040878,128.92886585040878
15211,2012-09-30 23:00,23,57,227.44861868650935,170.44861868650935
15212,2012-10-01 00:00,0,45,64.186758558579925,19.186758558579925
15213,2012-10-01 01:00,1,18,55.309866292079306,37.309866292079306
15214,2012-10-01 02:00,2,12,77.359559043135732,65.359559043135732
15215,2012-10-01 03:00,3,7,68.580706633159323,61.580706633159323
15216,2012-10-01 04:00,4,10,60.489449190080791,50.489449190080791
15217,2012-10-01 05:00,5,36,82.441102084613021,46.441102084613021
15218,2012-10-01 06:00,6,155,90.05889477723774,-64.94110522276226
15219,2012-10-01 07:00,7,483,97.381909914675632,-385.61809008532435
15220,2012-10-01 08:00,8,784,110.26436119921243,-673.73563880078757
15221,2012-10-01 09:00,9,340,161.7613185321147,-178.2386814678853
15222,2012-10-01 10:00,10,179,188.1461580596177,9.1461580596177043
15223,2012-10-01 11:00,11,272,226.49445605675106,-45.505543943248938
15224,2012-10-01 12:00,12,323,246.46852463071718,-76.531475369282816
15225,2012-10-01 13:00,13,305,253.39872235644404,-51.60127764355596
15226,2012-10-01 14:00,14,244,259.93610267045983,15.936102670459832
15227,2012-10-01 15:00,15,329,273.40745107975607,-55.592548920243928
15228,2012-10-01 16:00,16,459,275.50489612979561,-183.49510387020439
15229,2012-10-01 17:00,17,856,237.18073928144918,-618.81926071855082
15230,2012-10-01 18:00,18,613,235.63803913855978,-377.36196086144025
15231,2012-10-01 19:00,19,516,228.73198256161982,-287.26801743838018
15232,2012-10-01 20:00,20,262,234.9745853204488,-27.025414679551204
15233,2012-10-01 21:00,21,218,233.42447856093966,15.424478560939662
15234,2012-10-01 22:00,22,207,232.56937338494811,25.569373384948108
15235,2012-10-01 23:00,23,105,238.91001600030125,133.91001600030125
15236,2012-10-02 00:00,0,31,93.351722611250565,62.351722611250565
15237,2012-10-02 01:00,1,11,87.133261001208481,76.133261001208481
15238,2012-10-02 02:00,2,2,94.063458726935337,92.063458726935337
15239,2012-10-02 03:00,3,5,80.981799414020628,75.981799414020628
15240,2012-10-02 04:00,4,10,102.93411029416713,92.934110294167127
15241,2012-10-02 05:00,5,43,110.15842758946656,67.158427589466555
15242,2012-10-02 06:00,6,179,123.23761657266598,-55.762383427334015
15243,2012-10-02 07:00,7,260,130.16781429839284,-129.83218570160716
15244,2012-10-02 08:00,8,134,133.39150886256053,-0.60849113743947214
15245,2012-10-02 09:00,9,86,134.86031029771266,48.860310297712658
15246,2012-10-02 10:00,10,45,141.79050802343949,96.790508023439486
